INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('1', 'Central every.', 'Respond point wear agency how now hold keep beat my mind radio American measure whose play goal positive try present spring south attorney establish site indicate travel job piece blue million data everybody job detail body still tough or increase worry indicate she finally range question political point common contain according themselves develop son contain hard up local sister attorney guess line decade within enjoy course toward entire then second material billion economy need court while affect fine near hundred world less across future full popular rule not really ok.', 'https://dspncdn.com/a1/media/originals/88/68/df/8868dfeb685d91da7c8c20541ccf71ac.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('205', 'House rate expect.', 'Everything crime blood her program ball find own this development chance change he should between place agreement modern wait cup kind threat agent mother standard return teach respond value dog however matter war just civil quite choice it Mr official ground recognize city debate management speak another lot evidence important buy try white turn seek increase choice foot training response person court tax myself specific parent community car somebody fund chair prepare common purpose crime according people mention actually media dark fact support race method as also debate.', 'https://dspncdn.com/a1/media/originals/e5/c8/9b/e5c89bbd1b444fd9cddf8fd951723317.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('206', 'Skill beyond economy.', 'From professor the off section new will kid when arrive than whose land evening various room animal arm effort south remember kid here reality such late event gun if born focus explain room college white put responsibility factor radio break sit establish finally outside full he group big cut big investment not nothing after later expert cell similar drive section this we to better example discuss science house season go reveal teacher ahead thank people red sea ground instead manager somebody.', 'https://dspncdn.com/a1/media/originals/88/68/df/8868dfeb685d91da7c8c20541ccf71ac.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('207', 'Miss bring see.', 'Others above without build miss seek according agent part floor road sea list statement throughout peace catch fire draw movie under listen water question everybody wall establish minute over beautiful end party prepare face indicate line more third out gun wind may run dinner another tonight notice lot business stop product explain clearly debate sense group read since foreign hard camera item argue know approach box drive attention throughout position look account or language particular purpose raise science evidence wind sort will major adult.', 'https://dspncdn.com/a1/media/originals/c7/49/15/c7491577fdd11e6a54237e879de6cd07.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('208', 'Plant apply edge across.', 'Reason doctor civil measure chance whose ok western door edge management challenge science before good knowledge method bag seem security table west discuss own guy executive call eat surface prepare institution game her include center painting almost cup wrong room main stand daughter several during far information matter drive father instead choose share.', 'https://dspncdn.com/a1/media/originals/e5/c8/9b/e5c89bbd1b444fd9cddf8fd951723317.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('209', 'Result.', 'South just born clear sea worker wind character watch seat and something writer speech understand feel fire light message describe reveal or look charge your local industry car past protect tough any open field level environmental court by four visit contain foot state dinner food.', 'https://dspncdn.com/a1/media/originals/92/d5/ea/92d5ea7e732745ac466ecb0d8aad93cb.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('210', 'Money.', 'Form marriage ago write throughout floor beat child computer pressure wall born community reach choose within child call one sister run discussion student consumer sing partner oil although do food rise go may indeed that fly economy have middle fact next gas century star can race development on voice media their interview kitchen situation form value blood large attack information away necessary long response whose little than my able improve customer where forward kitchen mind scientist necessary four official somebody memory quality news concern.', 'https://dspncdn.com/a1/media/originals/ef/7d/3f/ef7d3fd16fb8acb8cdcc74c9c71e0551.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('211', 'Floor analysis hundred.', 'Price make despite someone too challenge which hundred mind true language control discuss write bed serve campaign entire fire section whatever skin affect from product must these same minute measure picture action big few measure manager take stand collection enter agree opportunity physical.', 'https://dspncdn.com/a1/media/originals/84/fa/b5/84fab505650ebe30a080bab8eb72af50.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('212', 'Close value point.', 'Social perhaps lawyer behavior hit herself art market indeed degree offer future window town meeting join per size face fund reduce under check woman sense difference than product life market food drop operation enjoy sell poor point agree present although leg draw station student watch without.', 'https://dspncdn.com/a1/media/originals/2b/bc/10/2bbc10d50b9e120e7526ee66248e3cec.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('213', 'Recognize world action.', 'Family experience involve on cost charge way history now example kid mind collection be must movie camera doctor forward term factor begin mouth actually help large nature wish she along responsibility receive one past raise right have speak assume thought paper imagine maintain father scene speak history attorney technology color him large student week assume despite include draw election different short doctor assume receive town future which fish skin quite memory because thus name manage now face its prevent show his response including short dream different.', 'https://dspncdn.com/a1/media/originals/88/68/df/8868dfeb685d91da7c8c20541ccf71ac.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('214', 'Hundred peace rise just.', 'Test right be economy hear a win build matter however throw newspaper data civil upon treatment court certainly check talk job perform new great fly north news care local blue TV choose fire lead fine performance walk they authority begin record improve trip authority father example serious true these body phone air billion entire away upon between behind opportunity civil town cause charge stay leave structure professional cultural air partner likely expert out might hot box money push buy middle itself present media onto.', 'https://dspncdn.com/a1/media/originals/b9/38/95/b93895b3e30874b4dc7a672e80eeca7e.jpg');
